DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241704213,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0600,17,Devonshire,1757,1,310,BURGLARY,1602 0329 1202 0397 0344,70,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,9900    BALBOA                       BL,,34.2503,-118.5024
240704037,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0100,07,Wilshire,0705,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0360,32,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,930,,,,7200    MELROSE                      AV,,34.0835,-118.3462
240604114,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1737,06,Hollywood,0648,1,210,ROBBERY,0444 1822 0945 0325 0400,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5500 W  SUNSET                       BL,,34.1,-118.3113
240204046,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1800,02,Rampart,0221,2,888,TRESPASSING,0910 1822 2004,0,X,X,906,MTA - RED LINE - VERMONT/BEVERLY,,,IC,Invest Cont,888,,,,300 N  VERMONT                      AV,,34.0777,-118.2961
240204070,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1800,02,Rampart,0218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0416,20,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,ECHO PARK                    AV,PARK                         AV,34.0748,-118.2586
240900504,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0306,09,Van Nuys,0963,2,755,BOMB SCARE,0404 1912,0,X,X,701,HOSPITAL,501,BOMB THREAT,IC,Invest Cont,755,,,,4900    VAN NUYS                     BL,,34.1594,-118.4487
240204092,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1200,02,Rampart,0275,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,1900 W  OLYMPIC                      BL,,34.0514,-118.279
240604433,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1600,06,Hollywood,0637,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 1912 0421 1822 1501,62,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,1800    VINE                         ST,,34.1037,-118.3267
240604075,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0720,06,Hollywood,0645,2,624,BATTERY - SIMPLE ASSAULT,1019 0216 1822 0356,35,F,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700 N  HIGHLAND                     AV,,34.1006,-118.3417
240904069,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2215,09,Van Nuys,0911,2,900,VIOLATION OF COURT ORDER,2038 0913,51,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,6900 N  SEPULVEDA                    BL,,34.1938,-118.4702
240904053,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2030,09,Van Nuys,0932,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6100    KESTER                       AV,,34.1839,-118.4605
240904048,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0630,09,Van Nuys,0914,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0913,0,X,X,701,HOSPITAL,,,IC,Invest Cont,341,,,,15100    VANOWEN                      ST,,34.1976,-118.4574
240604463,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2140,06,Hollywood,0646,2,888,TRESPASSING,1501 1822,0,X,X,503,HOTEL,,,IC,Invest Cont,888,,,,1500    CASSIL                       PL,,34.098,-118.3338
240704053,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1115,07,Wilshire,0743,2,888,TRESPASSING,1822,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,5700 W  OLYMPIC                      BL,,34.0574,-118.3536
240604086,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1200,06,Hollywood,0625,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0377 1606 0354 1300 1822 0344,45,M,H,101,STREET,,,IC,Invest Cont,331,,,,1900 N  HIGHLAND                     AV,,34.1052,-118.3375
240705019,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1740,07,Wilshire,0719,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,54,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,500    WILCOX                       AV,,34.079,-118.3308
240600522,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1700,06,Hollywood,0663,1,310,BURGLARY,0329 1609 0321 0323 1402 1822 1601 0325,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,998,,,1200 N  MANSFIELD                    AV,,34.0926,-118.3405
241704021,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0630,17,Devonshire,1749,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16000    DEVONSHIRE                   ST,,34.261,-118.4807
241704044,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0620,17,Devonshire,1757,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0397,52,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,745,,,,9900    BALBOA                       BL,,34.2503,-118.5024
240204056,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2213,02,Rampart,0245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0342 1822 0334 0216 0416 2047 0445 0411 0906,42,M,O,109,PARK/PLAYGROUND,215,MACHETE,JA,Juv Arrest,230,906,,,ALVARADO,WILSHIRE,34.0579,-118.2759
240705705,02/07/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2300,07,Wilshire,0749,2,354,THEFT OF IDENTITY,0928,62,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 S  LUCERNE                      BL,,34.0603,-118.3249
240604672,01/12/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,06,Hollywood,0663,2,664,"BUNCO, PETTY THEFT",1501 0913 0344 1900 0701,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,1200 N  SYCAMORE                     AV,,34.0926,-118.3428
240205561,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0920,02,Rampart,0211,2,624,BATTERY - SIMPLE ASSAULT,0416,24,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 N  VERMONT                      AV,,34.0814,-118.2962
240704168,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,07,Wilshire,0765,1,310,BURGLARY,1822 0344,31,M,K,717,HEALTH SPA/GYM,,,IC,Invest Cont,310,,,,4600    VENICE                       BL,,34.0471,-118.3372
240204057,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2230,02,Rampart,0245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0342 1822 0334 0216 0416 2047 0445 0411 0906,58,M,H,109,PARK/PLAYGROUND,215,MACHETE,JA,Juv Arrest,230,,,,ALVARADO,WILSHIRE,34.0579,-118.2759
240604843,01/18/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0850,06,Hollywood,0632,2,662,"BUNCO, GRAND THEFT",1822 1501 1202 0701,62,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,1500 N  HAYWORTH                     AV,,34.098,-118.3629
240904100,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0630,09,Van Nuys,0929,2,354,THEFT OF IDENTITY,1501 1822,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    WOODMAN                      AV,,34.1887,-118.4313
240204682,01/11/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,02,Rampart,0249,1,330,BURGLARY FROM VEHICLE,1300 1822 0330 1609 1307 0329,25,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,330,,,,1100    INGRAHAM                     ST,,34.0517,-118.2637
240204094,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2000,02,Rampart,0265,1,480,BIKE - STOLEN,1822 0344 2032,30,F,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,700 S  WESTLAKE                     AV,,34.0559,-118.2756
241704059,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,17,Devonshire,1737,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10800    FORBES                       AV,,34.2667,-118.4998
240704328,01/09/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1820,07,Wilshire,0721,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 0202,40,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
240204062,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1740,02,Rampart,0236,2,624,BATTERY - SIMPLE ASSAULT,0416,20,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3RD                          ST,BONNIE BRAE,34.0621,-118.2707
240700505,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2130,07,Wilshire,0769,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0903 1536 0421 0361 2054,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,1500    ARLINGTON                    AV,,34.0454,-118.3207
240904249,01/08/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0420,09,Van Nuys,0974,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,4500    WILLIS                       AV,,34.152,-118.4553
240704026,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0500,07,Wilshire,0762,1,310,BURGLARY,0358 0216 0344 1822 1602,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 S  FAIRFAX                      AV,,34.0483,-118.372
240705062,01/25/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0001,07,Wilshire,0787,2,649,DOCUMENT FORGERY / STOLEN FELONY,0344 1202,91,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,2100 S  VICTORIA                     AV,,34.0372,-118.3339
240207115,03/01/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1600,02,Rampart,0249,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,341,,,,400 S  BIXEL                        ST,,34.0567,-118.2604
240904162,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1312,09,Van Nuys,0904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,22,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,14900    RAYMER                       ST,,34.2131,-118.4584
240704095,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2030,07,Wilshire,0764,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1400 S  CLOVERDALE                   AV,,34.0482,-118.3515
240604097,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1245,06,Hollywood,0645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0444 0416 0400,64,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,624,,,HIGHLAND,HOLLYWOOD,34.1016,-118.3387
241704644,01/12/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2115,17,Devonshire,1791,1,330,BURGLARY FROM VEHICLE,0386 0344,49,F,H,101,STREET,,,IC,Invest Cont,330,,,,8500    KELVIN                       AV,,34.2246,-118.5864
240704191,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2030,07,Wilshire,0723,1,310,BURGLARY,0344 0329 0321,26,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8200 W  4TH                          ST,,34.0706,-118.3674
240704034,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0216,07,Wilshire,0742,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,X,X,701,HOSPITAL,,,IC,Invest Cont,740,,,,6500    WILSHIRE                     BL,,34.0638,-118.3693
240204223,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0840,02,Rampart,0269,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,40,M,W,511,PROJECT/TENEMENT/PUBLIC HOUSING,,,IC,Invest Cont,740,,,,1500    CAMBRIA                      ST,,34.0523,-118.2699
240204013,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1900,02,Rampart,0217,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BONNIE BRAE,TEMPLE                       ST,34.0695,-118.2655
241704209,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0800,17,Devonshire,1723,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 1501,78,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,20300    TAU                          PL,,34.2609,-118.5754
241704063,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0620,17,Devonshire,1757,1,310,BURGLARY,0397 0344 1202 1602 0216 0209 1300,62,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,9900    BALBOA                       BL,,34.2503,-118.5024
240904099,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0500,09,Van Nuys,0933,2,354,THEFT OF IDENTITY,1501 1822,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14700    ERWIN                        ST,,34.1836,-118.4531
240604270,01/07/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1225,06,Hollywood,0646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,40,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,6300    HOLLYWOOD                    BL,,34.1016,-118.3267
240204044,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1305,02,Rampart,0257,1,761,BRANDISH WEAPON,1822 0334 1309 0919,38,F,B,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,761,,,,BIXEL,7TH                          ST,34.0552,-118.2675
240204472,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0606,02,Rampart,0275,2,354,THEFT OF IDENTITY,0100 0922 1822,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 S  WESTLAKE                     AV,,34.0512,-118.2787
240704088,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2000,07,Wilshire,0737,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  SYCAMORE                     AV,,34.0689,-118.3429
240604069,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1617,06,Hollywood,0656,1,761,BRANDISH WEAPON,0361 0603 0334 0913,43,M,H,102,SIDEWALK,204,FOLDING KNIFE,AA,Adult Arrest,761,,,,5900    BARTON                       AV,,34.088,-118.3223
240204221,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2339,02,Rampart,0216,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,30,F,H,411,PET STORE,,,IC,Invest Cont,740,,,,2100 W  SUNSET                       BL,,34.0776,-118.2635
240905933,02/22/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1200,09,Van Nuys,0914,2,662,"BUNCO, GRAND THEFT",1822 0701 0344,34,M,W,710,OTHER PREMISE,,,IC,Invest Cont,662,,,,14500    HARTLAND                     ST,,34.1951,-118.4487
240704729,01/12/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1453,07,Wilshire,0722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,100    LA CIENEGA                   BL,,34.0734,-118.3765
241705387,01/31/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1900,17,Devonshire,1764,2,624,BATTERY - SIMPLE ASSAULT,0429 1822 2024 0202 0216 0416,32,F,H,727,SHOPPING MALL (COMMON AREA),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9300    TAMPA                        AV,,34.244,-118.5583
240704096,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1055,07,Wilshire,0752,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,77,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,1200    LA CIENEGA                   BL,,34.0555,-118.3762
240704166,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,2120,07,Wilshire,0762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0344,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,5800    SATURN                       ST,,34.0514,-118.3753
240904160,01/05/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0500,09,Van Nuys,0916,1,310,BURGLARY,0344 1607 0329 0358 1420 1414,54,F,A,210,RESTAURANT/FAST FOOD,,,AO,Adult Other,310,,,,13700    SHERMAN                      WY,,34.2012,-118.4312
240904139,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0001,09,Van Nuys,0969,1,310,BURGLARY,0321 0344 0358 1609 1420 1414,37,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5300    WORTSER                      AV,,34.1667,-118.4171
241704074,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0500,17,Devonshire,1716,1,310,BURGLARY,0344 0352 0314 0209 1300 1605 0321,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,12000    BRADFORD                     PL,,34.2891,-118.5037
241704169,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0855,17,Devonshire,1796,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345 0202 2004,0,X,X,218,BEAUTY/BARBER SHOP,,,AO,Adult Other,440,,,,16900    PARTHENIA                    ST,,34.2285,-118.5005
240605156,01/16/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1336,06,Hollywood,0645,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1501,24,M,A,710,OTHER PREMISE,,,IC,Invest Cont,956,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3417
240204100,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1330,02,Rampart,0215,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1243 0448,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,2800    LONDON                       ST,,34.0763,-118.2751
240204251,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,2000,02,Rampart,0246,2,888,TRESPASSING,0910,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240204125,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1900,02,Rampart,0236,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,200 N  BURLINGTON                   AV,,34.0665,-118.2662
240704198,01/05/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0900,07,Wilshire,0722,1,310,BURGLARY,0329 0344,59,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8300 W  4TH                          ST,,34.0709,-118.3703
240904147,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1800,09,Van Nuys,0909,2,624,BATTERY - SIMPLE ASSAULT,0446 0417 1206 1822 0416,26,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,990,,,13500    SHERMAN                      WY,,34.205,-118.4339
241704158,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0607,17,Devonshire,1755,2,354,THEFT OF IDENTITY,1822 0922 0930 0929,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10000    ZELZAH                       AV,,34.2532,-118.5278
240204253,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1550,02,Rampart,0205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344 2004 1822,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788
240705186,01/28/2024 12:00:00 AM,01/03/2024 12:00:00 AM,2200,07,Wilshire,0764,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,1500    CARMONA                      AV,,34.0474,-118.3585
240604362,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1630,06,Hollywood,0668,2,625,OTHER ASSAULT,1822 0400 0500 0510 1701 1202,56,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,5600    LEXINGTON                    AV,,34.0928,-118.3109
240704127,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,2100,07,Wilshire,0735,1,310,BURGLARY,0358 0344 0329,28,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,600 S  COCHRAN                      AV,,34.0649,-118.3472
241704097,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0930,17,Devonshire,1772,2,624,BATTERY - SIMPLE ASSAULT,2021 1817 0913 0416,35,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9400    PENFIELD                     AV,,34.2403,-118.5695
240204113,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1555,02,Rampart,0201,1,761,BRANDISH WEAPON,1402 0334 2048 0910 1822,35,F,H,907,MTA - RED LINE - VERMONT/SANTA MONICA,106,UNKNOWN FIREARM,AA,Adult Arrest,761,998,,,1000 N  VERMONT                      AV,,34.0873,-118.296
240600521,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0715,06,Hollywood,0645,2,888,TRESPASSING,1822 1402 0910,0,X,X,911,MTA - RED LINE - HOLLYWOOD/HIGHLAND,,,IC,Invest Cont,888,998,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
241704175,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,2100,17,Devonshire,1794,2,624,BATTERY - SIMPLE ASSAULT,0429 0561 0448 2002 0913 0602,45,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8500    ETIWANDA                     AV,,34.2246,-118.5317
240604471,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1245,06,Hollywood,0646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0601 0417,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,6500    HOLLYWOOD                    BL,,34.1016,-118.331
240204570,01/12/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1000,02,Rampart,0204,1,310,BURGLARY,1601 0344 1822,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1000    SANBORN                      AV,,34.0902,-118.2818
240704122,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1315,07,Wilshire,0774,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,29,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,LA BREA                      AV,WASHINGTON                   BL,34.0404,-118.3475
241704178,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,0200,17,Devonshire,1794,2,354,THEFT OF IDENTITY,1822 0930,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8600    WILBUR                       AV,,34.2264,-118.5449
240604121,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,2000,06,Hollywood,0666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 N  CAHUENGA                     BL,,34.0925,-118.3288
240904101,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1100,09,Van Nuys,0985,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1202 0448 1813 1414 2021 0913 0416 0446,86,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,14100    DICKENS                      ST,,34.148,-118.4395
240204099,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1630,02,Rampart,0275,1,761,BRANDISH WEAPON,2004 0334 0432 0421 1822 1218,52,M,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,761,,,,UNION                        AV,OLYMPIC                      BL,34.0492,-118.2742
