"county_name","year","state","party","candidate","candidatevotes","party_percentage"
"TOLLAND",2000,"CONNECTICUT","DEMOCRAT","AL GORE",33554,53.5151515151515
"WINDHAM",2000,"CONNECTICUT","DEMOCRAT","AL GORE",24023,54.6436776380138
"KENT",2000,"DELAWARE","REPUBLICAN","GEORGE W. BUSH",24081,49.911911621448
"NEW CASTLE",2000,"DELAWARE","DEMOCRAT","AL GORE",127539,59.8788703960187
"SUSSEX",2000,"DELAWARE","REPUBLICAN","GEORGE W. BUSH",34620,52.2274352437129
"DISTRICT OF COLUMBIA",2000,"DISTRICT OF COLUMBIA","DEMOCRAT","AL GORE",171923,85.1550813793377
"ALACHUA",2000,"FLORIDA","DEMOCRAT","AL GORE",47365,55.2496821378997
"BAKER",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",5610,68.8005886681383
"BAY",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",38637,65.7035966329394
"BRADFORD",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",5414,62.4236135132019
"BREVARD",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",115185,52.7415920694155
"BROWARD",2000,"FLORIDA","DEMOCRAT","AL GORE",387703,67.4098441604957
"CALHOUN",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",2873,55.5276381909548
"CHARLOTTE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",35426,52.9568285099259
"CITRUS",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",29767,52.0347515994826
"CLAY",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",41736,72.7703869021673
"COLLIER",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",60450,65.5910245003364
"COLUMBIA",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",10964,59.2392478928031
"DESOTO",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",4256,54.4454394268901
"DIXIE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",2697,57.8011144449207
"DUVAL",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",152098,57.4744176907148
"ESCAMBIA",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",73017,62.596015362458
"FLAGLER",2000,"FLORIDA","DEMOCRAT","AL GORE",13897,51.2596363099849
"FRANKLIN",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",2454,52.8423772609819
"GADSDEN",2000,"FLORIDA","DEMOCRAT","AL GORE",9735,66.1030759828886
"GILCHRIST",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",3300,61.1677479147359
"GLADES",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",1841,54.7102526002972
"GULF",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",3550,57.7799479166667
"HAMILTON",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",2146,54.1372351160444
"HARDEE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",3765,60.4042996951709
"HENDRY",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",4747,58.3241184420691
"HERNANDO",2000,"FLORIDA","DEMOCRAT","AL GORE",32644,50.0528986951655
"HIGHLANDS",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",20206,57.4866994793593
"HILLSBOROUGH",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",180760,50.1699995836745
"HOLMES",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",5011,67.762001352265
"INDIAN RIVER",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",28635,57.7062593204627
"JACKSON",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",9138,56.0613496932515
"JEFFERSON",2000,"FLORIDA","DEMOCRAT","AL GORE",3041,53.880226789511
"LAFAYETTE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",1670,66.6666666666667
"LAKE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",50010,56.4376883231201
"LEE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",106141,57.5673755403331
"LEON",2000,"FLORIDA","DEMOCRAT","AL GORE",61427,59.5661533687599
"LEVY",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",6858,53.8981452373468
"LIBERTY",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",1317,54.6473029045643
"MADISON",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",3038,49.3021746186303
"MANATEE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",57952,52.5780023770425
"MARION",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",55141,53.5578305295466
"MARTIN",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",33970,54.7788366955316
"MIAMI-DADE",2000,"FLORIDA","DEMOCRAT","AL GORE",328808,52.57151262533
"MONROE",2000,"FLORIDA","DEMOCRAT","AL GORE",16483,48.6281567146566
"NASSAU",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",16404,68.9823380992431
"OKALOOSA",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",52093,73.7026032823996
"OKEECHOBEE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",5057,51.3244697046585
"ORANGE",2000,"FLORIDA","DEMOCRAT","AL GORE",140220,50.0562248995984
"OSCEOLA",2000,"FLORIDA","DEMOCRAT","AL GORE",28181,50.6315241021219
"PALM BEACH",2000,"FLORIDA","DEMOCRAT","AL GORE",269732,62.2670169396056
"PASCO",2000,"FLORIDA","DEMOCRAT","AL GORE",69564,48.7378355087542
"PINELLAS",2000,"FLORIDA","DEMOCRAT","AL GORE",200630,50.3498363749523
"POLK",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",90295,53.5535298059986
"PUTNAM",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",13447,51.281366791244
"ST. JOHNS",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",39546,65.10058275442
"ST. LUCIE",2000,"FLORIDA","DEMOCRAT","AL GORE",41559,53.2882842452141
"SANTA ROSA",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",36274,72.0880780619647
"SARASOTA",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",83100,51.6335077232792
"SEMINOLE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",75677,54.9842335469433
"SUMTER",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",12127,54.4764386146175
"SUWANNEE",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",8006,64.1866431492023
"TAYLOR",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",4056,59.5769682726204
"UNION",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",2332,60.9513852587559
"VOLUSIA",2000,"FLORIDA","DEMOCRAT","AL GORE",97304,52.9822383394862
"WAKULLA",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",4512,52.5445440782578
"WALTON",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",12182,66.502893328966
"WASHINGTON",2000,"FLORIDA","REPUBLICAN","GEORGE W. BUSH",4994,62.1995267156558
"APPLING",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3940,64.6007542220036
"ATKINSON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1228,59.2950265572187
"BACON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2010,67.1118530884808
"BALDWIN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",6041,49.8185716641926
"BANKS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3202,70.6375468784469
"BARROW",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",7925,65.4850437944141
"BARTOW",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",14720,64.6152495500637
"BIBB",2000,"GEORGIA","DEMOCRAT","AL GORE",24996,50.2169720347155
"BLECKLEY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2436,64.9773272872766
"BRANTLEY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3118,68.287341217696
"BROOKS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2406,52.8675016479895
"BULLOCH",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",8990,60.8172101204167
"BURKE",2000,"GEORGIA","DEMOCRAT","AL GORE",3720,52.1373510861948
"BUTTS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3198,56.7524401064774
"CAMDEN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",6371,62.9607668741971
"CARROLL",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",16326,63.4241093974593
"CATOOSA",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",12033,67.9024885728796
"CHARLTON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1770,62.8551136363636
"CHATHAM",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",37847,49.4893756129454
"CHATTAHOOCHEE",2000,"GEORGIA","DEMOCRAT","AL GORE",600,49.7100248550124
"CHATTOOGA",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3640,56.1988574957542
"CHEROKEE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",38033,72.6541606174066
"CLARKE",2000,"GEORGIA","DEMOCRAT","AL GORE",15167,52.4737060614448
"CLAYTON",2000,"GEORGIA","DEMOCRAT","AL GORE",40042,65.2128595159767
"COBB",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",140494,59.777812761938
"COFFEE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5756,61.0392364793213
"COLQUITT",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",6589,66.0750100280786
"COLUMBIA",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",26660,74.0391024216841
"COOK",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2279,57.7839756592292
"COWETA",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",21327,68.298853519503
"CRAWFORD",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1987,55.7050742921222
"CRISP",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3285,58.566589409877
"DADE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3333,66.0130718954248
"DAWSON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4210,71.3801288572397
"DECATUR",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4187,54.7463389121339
"DEKALB",2000,"GEORGIA","DEMOCRAT","AL GORE",154509,70.2377488862624
"DODGE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3472,59.0777607622937
"DOUGHERTY",2000,"GEORGIA","DEMOCRAT","AL GORE",16650,57.2873658133774
"DOUGLAS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",18893,61.0160186022478
"EARLY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1938,54.0585774058577
"EFFINGHAM",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",7326,68.7887323943662
"ELBERT",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3262,55.7321031949428
"EMANUEL",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3343,53.3769758901485
"EVANS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1841,59.7727272727273
"FANNIN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5463,65.1132300357569
"FAYETTE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",29338,69.1135244646517
"FORSYTH",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",27769,77.6646622849951
"FULTON",2000,"GEORGIA","DEMOCRAT","AL GORE",152039,57.7629439387262
"GILMER",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4941,67.0420624151967
"GLYNN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",14346,64.090421729807
"GORDON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",7944,65.0880786562884
"GRADY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3894,58.0933910189467
"GREENE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2980,57.3407735231864
"GWINNETT",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",121756,63.7095719241697
"HABERSHAM",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",6964,71.8604891136106
"HALL",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",26841,70.3564875491481
"HANCOCK",2000,"GEORGIA","DEMOCRAT","AL GORE",2414,78.2242384964355
"HARRIS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5554,64.868021490306
"HART",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4242,56.2898089171974
"HEARD",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1947,60.8818011257036
"HENRY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",25815,66.4188128746752
"HOUSTON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",23174,62.652752243971
"IRWIN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1720,60.3085553997195
"JACKSON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",7878,67.7094972067039
"JASPER",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2298,58.280497083439
"JEFF DAVIS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2797,66.2639185027245
"JEFFERSON",2000,"GEORGIA","DEMOCRAT","AL GORE",2973,53.4135824649659
"JENKINS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1317,50.790590050135
"JOHNSON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1797,62.3309053069719
"JONES",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4850,60.1140307387209
"LAMAR",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2912,55.678776290631
"LANIER",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1048,55.0420168067227
"LEE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5872,74.4799594114663
"LIBERTY",2000,"GEORGIA","DEMOCRAT","AL GORE",5347,53.6201363818692
"LONG",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1320,57.0440795159896
"LOWNDES",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",14462,56.8653664674426
"MCDUFFIE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3926,59.9389312977099
"MCINTOSH",2000,"GEORGIA","DEMOCRAT","AL GORE",2047,53.3489705499088
"MACON",2000,"GEORGIA","DEMOCRAT","AL GORE",2757,63.3065442020666
"MADISON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5529,69.1730263980983
"MERIWETHER",2000,"GEORGIA","DEMOCRAT","AL GORE",3441,51.2893128633179
"MITCHELL",2000,"GEORGIA","DEMOCRAT","AL GORE",2971,51.2329712019314
"MONROE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4561,60.4826946028378
"MONTGOMERY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1465,58.3897967317656
"MORGAN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3524,59.708573364961
"MURRAY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5539,66.1610129001433
"MUSCOGEE",2000,"GEORGIA","DEMOCRAT","AL GORE",28193,54.0478883499799
"NEWTON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",11127,60.5551020408163
"OCONEE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",7611,68.1500716332378
"OGLETHORPE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2706,61.7103762827822
"PAULDING",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",16881,69.5836768342951
"PEACH",2000,"GEORGIA","DEMOCRAT","AL GORE",3540,49.6006725514922
"PICKENS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5488,66.9186684550665
"PIERCE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3348,71.523178807947
"PIKE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3358,68.7410440122825
"POLK",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5841,57.7402135231317
"PULASKI",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1922,57.4417214584579
"PUTNAM",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3596,57.0884267344023
"RABUN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3451,64.6133682830931
"RICHMOND",2000,"GEORGIA","DEMOCRAT","AL GORE",31413,54.5952240258612
"ROCKDALE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",15440,62.6394579901822
"SCHLEY",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",706,60.0340136054422
"SCREVEN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2461,52.1508794236067
"SPALDING",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",9271,60.2365018517315
"STEPHENS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5370,64.1117478510029
"SUMTER",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4847,49.9845312983397
"TALBOT",2000,"GEORGIA","DEMOCRAT","AL GORE",1662,65.6657447649151
"TALIAFERRO",2000,"GEORGIA","DEMOCRAT","AL GORE",556,66.8269230769231
"TATTNALL",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3597,64.1176470588235
"TAYLOR",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1412,50.7913669064748
"TELFAIR",2000,"GEORGIA","DEMOCRAT","AL GORE",1777,50.8731749212711
"TERRELL",2000,"GEORGIA","DEMOCRAT","AL GORE",1584,50.8833922261484
"THOMAS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",7093,58.8240172499585
"TIFT",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",6678,64.6591789310612
"TOOMBS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4487,62.2330097087379
"TOWNS",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2902,64.5319101623304
"TREUTLEN",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1062,54.1008660213958
"TROUP",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",11198,62.8959784318131
"TURNER",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",1258,51.2214983713355
"TWIGGS",2000,"GEORGIA","DEMOCRAT","AL GORE",1977,54.6887966804979
"UNION",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4567,65.6555491661875
"UPSON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",5019,60.6013040328423
"WALTON",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",12966,67.9452916208143
"WARREN",2000,"GEORGIA","DEMOCRAT","AL GORE",1196,55.7575757575758
"WASHINGTON",2000,"GEORGIA","DEMOCRAT","AL GORE",3476,51.9503811089523
"WEBSTER",2000,"GEORGIA","DEMOCRAT","AL GORE",541,59.5159515951595
"WHEELER",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",813,51.6190476190476
"WHITE",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",4857,68.962090018458
"WHITFIELD",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",15852,68.0284954081195
"WILKES",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",2044,50.7699950322901
"WILKINSON",2000,"GEORGIA","DEMOCRAT","AL GORE",1884,50.3743315508021
"WORTH",2000,"GEORGIA","REPUBLICAN","GEORGE W. BUSH",3792,62.5639333443326
"HAWAII",2000,"HAWAII","DEMOCRAT","AL GORE",28670,56.3704286276052
"HONOLULU",2000,"HAWAII","DEMOCRAT","AL GORE",139618,54.5404117348334
"KAUAI",2000,"HAWAII","DEMOCRAT","AL GORE",13470,61.8656133743627
"MAUI",2000,"HAWAII","DEMOCRAT","AL GORE",23484,59.8348960456584
"ADA",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",75050,60.7766125440337
"ADAMS",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1476,77.317967522263
"BANNOCK",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",18223,59.06586282899
"BEAR LAKE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2296,79.1997240427734
"BENEWAH",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2606,70.6807702739355
"BINGHAM",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",10628,73.4739025233322
"BLAINE",2000,"IDAHO","DEMOCRAT","AL GORE",3748,47.2159234063996
"BOISE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2019,66.088379705401
"BONNER",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",8945,61.5326408474926
"BONNEVILLE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",24988,74.4665633567767
"BOUNDARY",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2797,72.0133882595263
"BUTTE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1054,72.1917808219178
"CAMAS",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",359,70.8086785009862
"CANYON",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",30560,71.0697674418605
"CARIBOU",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2601,81.8696883852691
"CASSIA",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",5983,82.1953565050144
"CLARK",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",311,81.413612565445
"CLEARWATER",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2885,74.0503080082135
"CUSTER",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1794,76.9957081545064
"ELMORE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",4891,70.212460522538
"FRANKLIN",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",3594,84.7042187131746
"FREMONT",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",4242,83.372641509434
"GEM",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",4376,73.1405649339796
"GOODING",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",3502,69.6776760843613
"IDAHO",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",5806,77.9119699409554
"JEFFERSON",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",6480,82.6952526799387
"JEROME",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",4418,73.5475278841352
"KOOTENAI",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",28162,64.2791929151831
"LATAH",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",8161,53.3015479067337
"LEMHI",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2859,78.5223839604504
"LEWIS",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1295,76.718009478673
"LINCOLN",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1049,66.6454891994917
"MADISON",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",7941,88.5284280936455
"MINIDOKA",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",4907,75.2838293955201
"NEZ PERCE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",10577,66.0195992759503
"ONEIDA",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1426,79.3103448275862
"OWYHEE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2450,76.8506900878294
"PAYETTE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",4961,72.3388743073782
"POWER",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1872,69.1029900332226
"SHOSHONE",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2879,53.4633240482823
"TETON",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",1745,65.3313365780606
"TWIN FALLS",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",15794,70.1020861074123
"VALLEY",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2548,64.0522875816993
"WASHINGTON",2000,"IDAHO","REPUBLICAN","GEORGE W. BUSH",2899,71.2285012285012
"ADAMS",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",17331,57.5608622006709
"ALEXANDER",2000,"ILLINOIS","DEMOCRAT","AL GORE",2357,58.6026852312283
"BOND",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",3804,54.0955631399317
"BOONE",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",8617,55.5111769632159
"BROWN",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",1529,57.4812030075188
"BUREAU",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",8526,50.6806158235749
"CALHOUN",2000,"ILLINOIS","DEMOCRAT","AL GORE",1310,50.3458877786318
"CARROLL",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",3835,53.4345826947192
"CASS",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",2968,50.313612476691
"CHAMPAIGN",2000,"ILLINOIS","DEMOCRAT","AL GORE",35515,47.8091135491687
"CHRISTIAN",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",7537,51.0256583846727
"CLARK",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",4398,58.5463258785943
"CLAY",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",3789,61.760391198044
"CLINTON",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",8588,55.6686329163156
"COLES",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",10495,52.2321206390285
"COOK",2000,"ILLINOIS","DEMOCRAT","AL GORE",1280547,68.6286615570872
"CRAWFORD",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",4974,58.5176470588235
"CUMBERLAND",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",2964,59.5778894472362
"DEKALB",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",17139,51.5722324195829
"DE WITT",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",3968,56.2757055736775
"DOUGLAS",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",4734,58.071638861629
"DUPAGE",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",201037,55.1750731415461
"EDGAR",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",4833,58.7099125364432
"EDWARDS",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",2212,67.8527607361963
"EFFINGHAM",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",9855,68.0358992060752
"FAYETTE",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",5200,55.6864424930392
"FORD",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",3889,63.2049406793434
"FRANKLIN",2000,"ILLINOIS","DEMOCRAT","AL GORE",10201,53.0970226941495
"FULTON",2000,"ILLINOIS","DEMOCRAT","AL GORE",8940,54.9241260674571
"GALLATIN",2000,"ILLINOIS","DEMOCRAT","AL GORE",1878,52.7824620573356
"GREENE",2000,"ILLINOIS","REPUBLICAN","GEORGE W. BUSH",3129,54.2569793653546
